id,host_since,accommodates,bathrooms,bedrooms,beds,bed_type,first_review,instant_bookable,cancellation_policy
6340292,2015-05-10,1,1,1,1,Futon,,f,flexible
6340534,2015-05-10,2,1,1,1,Real Bed,2015-10-25,f,strict_14_with_grace_period
6341301,2015-05-10,2,1,1,1,Real Bed,2016-09-25,f,moderate
6348552,2015-05-10,2,1,1,1,Real Bed,2015-07-20,t,flexible
6348830,2015-05-10,2,1,1,1,Real Bed,2015-08-08,t,flexible
6348899,2015-05-10,2,1,1,1,Real Bed,,f,flexible
6349618,2010-04-20,4,1,2,2,Real Bed,2015-06-07,f,strict_14_with_grace_period
6349737,2015-05-11,1,1,1,1,Real Bed,,f,moderate
6350249,2014-04-17,3,1,2,2,Real Bed,2015-12-29,f,moderate
6352200,2015-05-11,2,1,1,1,Real Bed,2015-06-11,f,strict_14_with_grace_period
6352378,2015-05-05,2,1,1,1,Real Bed,2015-06-15,f,flexible
6352911,2013-11-05,4,1,2,2,Real Bed,2015-06-07,f,flexible
6354970,2014-10-22,5,1,2,3,Real Bed,2015-07-08,t,strict_14_with_grace_period
6355537,2015-05-11,6,2,3,4,Real Bed,2015-07-19,f,strict_14_with_grace_period
6364442,2014-12-01,5,1.5,2,3,Real Bed,2015-07-04,f,moderate
6364908,2015-05-12,8,2,4,4,Real Bed,2015-12-29,f,strict_14_with_grace_period
6366310,2010-03-30,2,1,1,1,Real Bed,2015-06-23,f,strict_14_with_grace_period
6367683,2012-10-17,8,2,3,8,Real Bed,2015-07-14,f,strict_14_with_grace_period
6368387,2014-02-21,3,1,1,1,Real Bed,2015-07-12,t,moderate
6369380,2014-01-29,2,1,1,1,Real Bed,2016-05-14,t,strict_14_with_grace_period
6369465,2015-05-12,2,1,1,1,Real Bed,2015-05-30,t,strict_14_with_grace_period
6369654,2014-01-29,2,1,1,1,Real Bed,2015-11-25,t,strict_14_with_grace_period
6369910,2014-01-29,2,1,1,1,Real Bed,2017-03-25,t,strict_14_with_grace_period
6376284,2013-10-21,2,1,1,1,Real Bed,,f,flexible
6376408,2014-12-17,2,1,1,1,Futon,,f,flexible
6378521,2015-03-25,2,1,1,1,Real Bed,2015-11-02,f,flexible
6379076,2015-05-12,2,1,1,1,Real Bed,2015-06-28,f,moderate
6379686,2013-05-30,2,1,1,1,Real Bed,2015-10-29,f,flexible
6384614,2015-05-13,2,1,1,1,Real Bed,2015-11-22,f,moderate
6389849,2014-05-16,4,1.5,2,2,Real Bed,2015-06-25,f,moderate
6390245,2015-05-13,7,2.5,4,7,Real Bed,,f,flexible
6390692,2015-05-13,5,1,1,4,Real Bed,,f,flexible
6391670,2014-07-28,2,1,1,1,Real Bed,2015-06-16,f,flexible
6392144,2014-05-15,4,2,2,2,Real Bed,2015-07-09,f,strict_14_with_grace_period
6392309,2012-12-10,6,1,3,5,Real Bed,2015-07-12,f,strict_14_with_grace_period
6395912,2013-07-15,2,1,1,1,Real Bed,2015-07-05,t,strict_14_with_grace_period
6396006,2013-07-15,4,2,2,2,Real Bed,2015-07-03,t,strict_14_with_grace_period
6403908,2015-05-14,2,1,1,1,Real Bed,,f,moderate
6404244,2015-05-14,2,1,1,1,Real Bed,2015-05-25,f,moderate
6404320,2015-05-14,2,1,1,1,Real Bed,,f,flexible
6404335,2015-05-14,1,1,2,2,Real Bed,,f,flexible
6404753,2009-10-31,3,1,1,2,Real Bed,2015-06-18,f,strict_14_with_grace_period
6407347,2015-05-15,5,1,3,3,Real Bed,2015-12-21,t,moderate
6415190,2015-02-17,2,0,1,1,Real Bed,2015-06-28,f,flexible
6415899,2013-07-15,3,1,1,2,Real Bed,2016-06-03,t,strict_14_with_grace_period
6416178,2015-05-15,2,2,2,2,Real Bed,2015-05-30,f,flexible
6416319,2014-08-17,2,1,1,1,Real Bed,2015-05-27,f,strict_14_with_grace_period
6416547,2012-09-21,2,1,0,1,Real Bed,2015-06-03,f,strict_14_with_grace_period
6417644,2015-05-16,2,1,1,1,Real Bed,2015-10-30,f,moderate
6425313,2014-01-08,13,2,6,9,Real Bed,2015-06-18,f,strict_14_with_grace_period
6425703,2014-03-22,2,1,1,1,Real Bed,2015-08-16,f,flexible
6426561,2015-04-07,2,1,1,1,Real Bed,2015-08-04,f,strict_14_with_grace_period
6426903,2015-05-17,3,1,1,2,Real Bed,2016-02-15,f,moderate
6426991,2015-05-17,2,1,1,1,Real Bed,2015-06-27,f,strict_14_with_grace_period
6427245,2014-05-07,2,1,1,1,Real Bed,2015-10-03,f,moderate
6428024,2015-05-02,2,1,1,1,Real Bed,2015-10-14,t,moderate
6429136,2013-11-02,5,1,2,4,Real Bed,2015-05-22,t,moderate
6429643,2015-05-17,1,1,1,1,Real Bed,2018-02-18,f,strict_14_with_grace_period
6437340,2015-05-17,2,1,1,1,Real Bed,2015-06-30,f,flexible
6437413,2015-05-17,2,1,1,1,Real Bed,2015-06-07,f,flexible
6437639,2015-05-17,4,2,3,2,Real Bed,,f,flexible
6438002,2015-05-15,1,1,1,1,Real Bed,2015-06-07,f,flexible
6438071,2015-05-17,4,1,2,2,Real Bed,2015-08-22,f,moderate
6438220,2013-05-13,5,1,2,2,Real Bed,2016-10-25,f,moderate
6438888,2012-04-04,2,1,1,1,Real Bed,2018-06-29,t,flexible
6438998,2014-10-25,1,1,1,1,Real Bed,2015-05-26,f,moderate
6440225,2014-02-03,4,1,2,2,Real Bed,2015-06-21,f,moderate
6440297,2015-05-02,2,1,1,1,Real Bed,2015-06-10,t,moderate
6442365,2013-11-16,2,1,1,1,Real Bed,,f,strict_14_with_grace_period
6452018,2014-11-18,4,1,1,2,Real Bed,2015-06-21,f,moderate
6453078,2014-10-07,3,1,1,2,Real Bed,2015-06-08,f,strict_14_with_grace_period
6453248,2015-02-15,2,1,1,1,Real Bed,2015-06-07,f,strict_14_with_grace_period
6453511,2012-10-23,4,2,2,2,Real Bed,2015-07-09,f,strict_14_with_grace_period
6453619,2015-05-19,14,3,7,7,Real Bed,2017-11-04,f,strict_14_with_grace_period
6453680,2014-05-01,1,1,1,1,Real Bed,2015-12-15,f,strict_14_with_grace_period
6454061,2015-04-09,2,1,1,1,Real Bed,2015-07-19,f,strict_14_with_grace_period
6454165,2015-05-19,2,1,1,1,Real Bed,,f,flexible
6454272,2013-12-07,3,1,2,1,Real Bed,2015-07-21,f,flexible
6458825,2015-04-17,1,1,2,3,Real Bed,2015-05-28,f,strict_14_with_grace_period
6464824,2014-05-04,2,1,1,1,Real Bed,2015-07-15,t,flexible
6465770,2015-05-19,6,1,2,3,Real Bed,2015-06-13,t,strict_14_with_grace_period
6469653,2012-02-12,5,1,2,2,Real Bed,2015-05-30,t,strict_14_with_grace_period
6480463,2013-04-30,2,1,1,1,Real Bed,2017-07-29,f,strict_14_with_grace_period
6480502,2015-05-20,4,1,2,2,Real Bed,2015-08-02,t,flexible
6481468,2013-07-15,4,1,1,2,Real Bed,2015-06-27,t,strict_14_with_grace_period
6481935,2012-11-18,2,1,1,1,Real Bed,2015-12-05,t,strict_14_with_grace_period
6482129,2014-12-04,1,1,2,1,Real Bed,2015-06-26,f,strict_14_with_grace_period
6482991,2013-08-03,2,3,1,1,Real Bed,2015-11-25,f,strict_14_with_grace_period
6485978,2015-05-21,2,1,1,1,Real Bed,2015-06-08,f,flexible
6487741,2012-02-14,2,1,1,1,Real Bed,2015-10-27,f,moderate
6493163,2013-07-16,2,1,1,1,Real Bed,2015-07-06,f,moderate
6493195,2013-07-11,2,1,0,1,Real Bed,2015-06-04,t,strict_14_with_grace_period
6493310,2014-02-17,2,1,1,1,Real Bed,2016-03-15,t,strict_14_with_grace_period
6493673,2015-05-21,3,1,1,1,Real Bed,2015-06-07,f,moderate
6494155,2015-05-21,1,1,1,1,Real Bed,,f,flexible
6494509,2012-11-14,2,1,1,1,Real Bed,,f,flexible
6497858,2015-05-22,2,1,1,1,Real Bed,2015-06-06,f,strict_14_with_grace_period
6508190,2015-05-23,3,1,2,2,Real Bed,,f,flexible
6516619,2014-07-14,2,1,1,1,Real Bed,2015-05-28,f,strict_14_with_grace_period
6517049,2014-08-18,2,1,1,1,Real Bed,2015-09-04,t,strict_14_with_grace_period
6519471,2014-10-23,4,1,2,2,Real Bed,2015-06-03,f,strict_14_with_grace_period
6519751,2014-05-01,1,1,1,4,Real Bed,2015-06-28,f,strict_14_with_grace_period
6521396,2014-10-20,2,1,1,1,Real Bed,2017-04-03,f,strict_14_with_grace_period
6527428,2015-04-07,3,1,1,2,Real Bed,2015-06-13,t,strict_14_with_grace_period
6527965,2014-04-04,2,1.5,1,1,Real Bed,2015-06-08,f,flexible
6530086,2015-05-25,2,1,1,1,Real Bed,,f,flexible
6533910,2013-08-04,6,1.5,3,4,Real Bed,2015-07-21,f,moderate
6534238,2015-05-25,1,1,1,1,Real Bed,2015-06-19,t,flexible
6534474,2015-05-25,1,1,1,1,Real Bed,,f,flexible
6535106,2015-03-14,2,1,1,1,Real Bed,2017-10-09,f,moderate
6541843,2015-05-25,2,1,0,1,Real Bed,2015-06-01,f,flexible
6544073,2012-10-24,5,1,2,1,Real Bed,2015-07-21,f,moderate
6545070,2014-09-18,2,1,1,1,Real Bed,2015-12-19,f,strict_14_with_grace_period
6545126,2013-06-26,5,2,2,3,Real Bed,2015-12-04,f,strict_14_with_grace_period
6549375,2012-09-26,2,2,1,1,Real Bed,,f,flexible
6558107,2014-10-29,3,1,1,2,Real Bed,2015-09-03,t,moderate
6559458,2014-07-27,2,1,1,1,Real Bed,2016-07-10,t,strict_14_with_grace_period
6559660,2012-05-29,4,2,2,3,Real Bed,2015-08-01,f,strict_14_with_grace_period
6562518,2011-05-03,4,1,2,2,Real Bed,2017-08-11,f,strict_14_with_grace_period
6563849,2014-12-02,2,1,1,1,Real Bed,2016-11-05,f,strict_14_with_grace_period
6575850,2015-04-22,2,1.5,1,1,Real Bed,,f,moderate
6576113,2014-10-06,2,1,1,1,Real Bed,,f,strict_14_with_grace_period
6576986,2015-05-27,1,1,1,1,Real Bed,,f,flexible
6577497,2015-01-19,4,2,2,2,Real Bed,2016-01-03,f,flexible
6581778,2015-05-28,2,0.5,1,1,Real Bed,,f,flexible
6583159,2015-05-28,4,1,0,1,Real Bed,2015-06-12,t,moderate
6591555,2014-10-12,6,1,3,3,Real Bed,,t,flexible
6592757,2013-09-12,2,1,1,2,Real Bed,2015-06-07,f,moderate
6595250,2012-06-12,4,1.5,2,3,Real Bed,2016-06-13,f,strict_14_with_grace_period
6596027,2011-06-14,2,1,1,1,Real Bed,2015-06-20,f,moderate
6596986,2013-07-15,4,1,1,2,Real Bed,2015-06-09,t,strict_14_with_grace_period
6603874,2015-05-26,2,1,1,1,Real Bed,2015-11-09,t,moderate
6609142,2013-08-24,7,2.5,2,4,Real Bed,2016-02-19,t,moderate
6613742,2015-05-30,2,1,1,1,Real Bed,2015-09-07,f,strict_14_with_grace_period
6614036,2014-11-03,4,1,2,2,Real Bed,2015-07-12,f,flexible
6614824,2012-05-02,2,1,1,1,Real Bed,,f,flexible
6616086,2012-04-14,2,1,1,1,Real Bed,2015-07-28,f,strict_14_with_grace_period
6616554,2015-02-27,6,2.5,3,4,Real Bed,,f,flexible
6619939,2015-05-31,1,1,1,1,Real Bed,2015-08-17,f,flexible
6620646,2014-07-30,4,1,2,2,Real Bed,2015-08-12,f,moderate
6627623,2015-05-31,1,1,1,1,Real Bed,,f,flexible
6630864,2013-10-15,3,1,2,2,Real Bed,,f,strict_14_with_grace_period
6631869,2015-05-30,4,2,2,2,Real Bed,2015-09-08,f,strict_14_with_grace_period
6633061,2015-06-01,3,1,2,3,Real Bed,2015-10-11,f,strict_14_with_grace_period
6633354,2015-03-18,1,2,1,1,Real Bed,,f,flexible
6634097,2012-04-09,4,1,1,2,Real Bed,2015-07-06,t,moderate
6635109,2015-06-01,1,2,1,1,Real Bed,,f,flexible
6636337,2015-06-01,4,1,2,2,Real Bed,2016-05-15,t,strict_14_with_grace_period
6643781,2013-06-11,4,1,2,3,Real Bed,2015-07-31,f,strict_14_with_grace_period
6644369,2014-05-01,1,1,1,1,Real Bed,2015-06-20,f,strict_14_with_grace_period
6644795,2014-01-05,2,1,1,1,Real Bed,2015-06-18,t,moderate
6646213,2014-12-16,4,1,1,1,Real Bed,2015-10-19,f,moderate
6646564,2014-06-19,3,1,0,2,Real Bed,2018-06-02,f,strict_14_with_grace_period
6647824,2015-05-11,2,1,1,1,Real Bed,,f,flexible
6648927,2014-05-15,4,1,2,2,Real Bed,2015-08-12,f,flexible
6650578,2015-05-31,4,1.5,1,2,Real Bed,2015-07-03,f,moderate
6651134,2014-01-23,2,1,1,1,Real Bed,,f,flexible
6651426,2012-10-29,2,1,1,1,Real Bed,2016-03-04,f,moderate
6651900,2014-12-14,1,1,1,1,Real Bed,,f,flexible
6653001,2015-06-02,6,1,2,4,Real Bed,2015-07-20,f,strict_14_with_grace_period
6661667,2015-02-15,2,1,1,1,Real Bed,2015-07-15,t,strict_14_with_grace_period
6667062,2015-06-03,4,1,1,1,Real Bed,2015-06-21,f,strict_14_with_grace_period
6678570,2015-06-03,2,1,1,1,Real Bed,,f,flexible
6679999,2014-05-01,1,1,1,4,Real Bed,2016-02-17,f,strict_14_with_grace_period
6682197,2015-06-04,6,1,2,3,Real Bed,2015-09-01,t,flexible
6682842,2015-06-04,1,1,1,1,Real Bed,2015-09-18,f,flexible
6683085,2015-02-16,2,1,1,1,Real Bed,2015-11-15,f,flexible
6683093,2014-12-18,4,2,2,2,Real Bed,2016-01-24,f,flexible
6685321,2015-06-04,1,1,1,1,Real Bed,2017-04-07,f,flexible
6692465,2015-06-04,8,2,4,4,Real Bed,2015-12-30,f,flexible
6695486,2013-08-30,4,1,1,2,Real Bed,2015-06-14,t,strict_14_with_grace_period
6695762,2015-05-02,2,1,1,1,Real Bed,2015-07-05,t,moderate
6695919,2012-02-06,2,1,1,1,Real Bed,2015-07-25,f,moderate
6706197,2015-05-23,4,2.5,2,2,Real Bed,,f,flexible
6706404,2015-06-04,5,2,2,2,Real Bed,2015-07-06,t,moderate
6706810,2012-07-26,2,1,1,1,Real Bed,2015-07-21,t,strict_14_with_grace_period
6708074,2015-06-06,4,1,1,2,Real Bed,2015-08-18,f,moderate
6708178,2015-02-23,4,1,2,3,Real Bed,2015-06-22,f,flexible
6709503,2014-10-20,1,1,1,1,Real Bed,2015-10-29,t,strict_14_with_grace_period
6715212,2015-06-06,1,1,1,1,Real Bed,2015-11-01,t,flexible
6716015,2014-07-29,2,1,1,1,Real Bed,2015-07-06,f,strict_14_with_grace_period
6716122,2011-09-12,4,2,2,2,Real Bed,2015-08-08,f,strict_14_with_grace_period
6717652,2015-03-04,6,3,3,3,Real Bed,2015-12-16,f,moderate
6721826,2014-05-01,1,1,1,8,Real Bed,2016-01-16,f,strict_14_with_grace_period
6722954,2015-06-07,7,2,3,3,Real Bed,2016-01-23,f,strict_14_with_grace_period
6723945,2015-06-07,4,1,0,2,Real Bed,2015-07-11,f,moderate
6731569,2011-06-22,4,1,2,2,Real Bed,2015-07-06,f,moderate
6732504,2015-06-08,4,2,2,2,Real Bed,,f,moderate
6734703,2015-04-04,3,1,2,2,Real Bed,2015-07-01,f,strict_14_with_grace_period
6735585,2015-06-08,4,2,2,2,Real Bed,2015-09-29,f,moderate
6737064,2014-05-01,1,1,1,4,Real Bed,2017-09-09,f,strict_14_with_grace_period
6747677,2015-05-06,2,1,1,1,Real Bed,2015-09-02,f,strict_14_with_grace_period
6748080,2014-05-17,14,2,6,11,Real Bed,2017-02-19,t,strict_14_with_grace_period
6748531,2015-06-08,2,1,1,1,Real Bed,2015-06-29,f,strict_14_with_grace_period
6748696,2014-12-12,4,1,2,2,Real Bed,2015-07-27,f,flexible
6749041,2013-08-04,3,1,1,1,Real Bed,2015-07-20,f,strict_14_with_grace_period
6749869,2015-06-08,4,1,1,2,Real Bed,,f,flexible
6750819,2014-08-02,2,1,1,1,Real Bed,2016-08-04,f,moderate
6752029,2015-06-09,2,1,1,1,Real Bed,2015-07-14,t,flexible
6755721,2014-05-01,1,1,1,8,Real Bed,2015-08-31,f,strict_14_with_grace_period
6766861,2013-12-23,8,3.5,3,3,Real Bed,2016-10-21,t,moderate
6767288,2015-06-09,2,1,1,1,Real Bed,2016-01-06,f,strict_14_with_grace_period
6768446,2013-01-09,5,1,2,3,Real Bed,2015-06-16,f,strict_14_with_grace_period
6768919,2015-05-17,13,2,3,6,Real Bed,2016-01-08,f,strict_14_with_grace_period
6769395,2011-12-25,10,3,4,5,Real Bed,2015-08-02,t,moderate
6771363,2015-06-10,2,1,1,1,Real Bed,2016-02-29,f,moderate
6783113,2015-02-01,2,1,1,1,Real Bed,2015-07-21,f,strict_14_with_grace_period
6783284,2015-06-10,2,1,1,1,Real Bed,2015-07-22,t,strict_14_with_grace_period
6783728,2014-05-17,12,2,5,8,Real Bed,2015-09-06,t,strict_14_with_grace_period
6784223,2014-01-01,12,4,6,6,Real Bed,2015-11-10,f,strict_14_with_grace_period
6785764,2015-01-12,1,1,1,1,Real Bed,,f,flexible
6786688,2014-01-08,2,1,1,2,Real Bed,2015-06-17,t,strict_14_with_grace_period
6787388,2015-05-05,6,2.5,2,3,Real Bed,2017-12-09,f,moderate
6787864,2015-06-11,1,1,1,1,Real Bed,2015-07-25,f,moderate
6789027,2015-06-11,1,1,1,1,Real Bed,,f,flexible
6789100,2014-05-17,12,2,5,7,Real Bed,2015-12-29,t,strict_14_with_grace_period
6790436,2015-06-11,2,1,1,2,Real Bed,,f,flexible
6799878,2015-06-11,2,1,1,1,Real Bed,2016-09-21,t,flexible
6800156,2015-06-11,1,1,1,1,Real Bed,,f,flexible
6800970,2013-01-09,7,1,2,5,Real Bed,2015-08-23,f,strict_14_with_grace_period
6801302,2013-06-19,2,1,1,1,Real Bed,2016-01-25,f,strict_14_with_grace_period
6804992,2015-06-12,2,1,1,1,Real Bed,,f,strict_14_with_grace_period
6807095,2013-03-21,4,1,1,2,Real Bed,2015-07-18,f,moderate
6813420,2012-03-20,2,1,1,1,Real Bed,2015-06-19,f,strict_14_with_grace_period
6814543,2015-06-13,2,1,1,1,Real Bed,2015-06-29,f,flexible
6817031,2015-05-17,6,1,2,5,Real Bed,2015-06-29,t,moderate
6820141,2015-04-21,2,1,1,1,Real Bed,2015-07-07,f,strict_14_with_grace_period
6823526,2015-06-13,2,1,1,1,Real Bed,2015-09-27,t,flexible
6824648,2015-06-14,2,1,1,2,Real Bed,,f,flexible
6825314,2015-06-14,2,1,1,1,Real Bed,2015-07-11,f,moderate
6825376,2013-08-04,4,1.5,2,2,Real Bed,2016-03-13,f,flexible
6825713,2014-12-10,4,1,0,3,Real Bed,2015-10-25,t,flexible
6829122,2010-11-04,4,1,2,2,Real Bed,2015-07-09,t,moderate
6836710,2015-06-14,2,1,0,1,Real Bed,2015-12-14,f,strict_14_with_grace_period
6836996,2012-09-16,2,1,0,1,Real Bed,2015-06-24,t,strict_14_with_grace_period
6838093,2014-08-25,2,1,1,1,Real Bed,2015-07-25,f,moderate
6839862,2015-01-08,1,1,1,1,Real Bed,,f,flexible
6840823,2013-07-24,2,1,1,1,Futon,,f,flexible
6841307,2012-09-12,1,1,1,1,Real Bed,2015-07-05,f,flexible
6841473,2014-07-02,2,1.5,1,1,Airbed,2015-06-21,f,moderate
6844831,2015-06-15,2,1,1,1,Real Bed,2018-03-06,t,flexible
6849738,2015-05-26,2,1,1,1,Real Bed,2015-07-20,f,flexible
6852770,2015-06-15,4,1,2,2,Real Bed,2015-07-23,f,strict_14_with_grace_period
6853930,2015-06-11,2,1,1,1,Real Bed,2016-09-24,t,strict_14_with_grace_period
6854006,2013-10-22,2,2,1,1,Real Bed,,f,moderate
6855065,2015-02-11,4,1,2,4,Real Bed,2015-06-18,t,strict_14_with_grace_period
6855067,2014-01-20,6,1,3,3,Real Bed,2015-07-13,t,strict_14_with_grace_period
6855196,2015-06-16,2,1,1,1,Real Bed,,f,flexible
6856008,2010-11-14,5,1,2,3,Real Bed,2015-10-08,t,strict_14_with_grace_period
6856355,2013-09-06,2,1,1,1,Real Bed,2016-01-11,f,moderate
6856594,2015-06-16,4,1,1,1,Real Bed,,f,moderate
6859631,2014-11-06,5,1.5,2,0,Real Bed,2015-08-17,t,moderate
6860272,2015-06-15,2,1,1,1,Real Bed,2015-12-07,t,strict_14_with_grace_period
6868849,2015-02-07,9,2.5,4,5,Real Bed,2015-12-21,t,strict_14_with_grace_period
6871054,2015-06-16,2,1,1,1,Real Bed,2016-01-27,f,moderate
6871479,2013-12-30,7,2.5,4,4,Real Bed,2015-08-28,f,strict_14_with_grace_period
6875616,2012-12-12,4,1,3,4,Real Bed,2015-12-24,f,strict_14_with_grace_period
6876108,2015-05-08,2,1,1,1,Real Bed,2016-06-27,t,flexible
6887324,2014-02-03,7,2,5,5,Real Bed,,f,strict_14_with_grace_period
6887329,2015-05-15,1,1,1,1,Real Bed,2015-07-17,f,flexible
6887624,2015-06-17,1,1,1,1,Real Bed,,f,flexible
6892254,2014-03-14,4,1,1,1,Real Bed,2015-10-11,f,strict_14_with_grace_period
6893235,2012-10-18,6,1,2,4,Real Bed,2015-08-11,f,strict_14_with_grace_period
6893353,2013-02-26,2,1,0,1,Real Bed,2015-09-09,t,strict_14_with_grace_period
6896255,2011-03-10,4,2,2,2,Real Bed,,t,strict_14_with_grace_period
6896824,2011-03-10,2,1,1,1,Real Bed,2016-02-13,f,strict_14_with_grace_period
6901409,2015-06-18,6,1,2,5,Real Bed,2017-04-23,t,moderate
6902279,2015-05-06,2,1,1,1,Real Bed,,f,flexible
6906130,2012-10-13,2,1,1,1,Real Bed,2015-06-29,f,strict_14_with_grace_period
6915756,2015-06-20,6,3,3,3,Real Bed,2015-07-13,f,moderate
6916476,2015-06-20,2,1,1,1,Real Bed,2015-08-17,t,flexible
6916749,2014-05-03,1,1,1,1,Real Bed,2015-07-21,f,strict_14_with_grace_period
6917979,2013-06-20,4,2,2,3,Real Bed,2015-07-25,f,strict_14_with_grace_period
6926744,2015-06-19,6,3,3,4,Real Bed,2015-08-03,f,moderate
6929700,2014-06-07,6,2,3,3,Real Bed,2015-07-25,f,strict_14_with_grace_period
6930015,2013-07-22,4,1,2,3,Real Bed,2015-08-20,t,strict_14_with_grace_period
6940938,2014-05-26,2,1,1,1,Real Bed,,f,moderate
6942108,2011-05-31,2,1,1,1,Real Bed,,f,moderate
6942448,2015-03-05,2,1,1,1,Real Bed,2015-07-04,f,flexible
6942604,2015-03-06,2,1,1,1,Real Bed,,f,flexible
6943876,2014-08-11,4,2,2,2,Real Bed,2015-07-22,t,strict_14_with_grace_period
6946138,2014-12-18,2,1,1,1,Real Bed,2015-07-20,f,flexible
6946255,2014-08-18,1,1,1,1,Real Bed,2015-08-03,f,strict_14_with_grace_period
6958506,2015-06-22,4,1,1,2,Real Bed,2015-10-04,f,strict_14_with_grace_period
6958749,2015-05-15,2,1,0,1,Real Bed,2015-07-28,f,flexible
6959973,2015-05-12,2,1,1,1,Real Bed,2015-07-23,f,flexible
6976020,2012-08-15,6,1,2,4,Real Bed,,t,strict_14_with_grace_period
6976275,2012-08-15,6,1,2,3,Real Bed,2017-10-01,t,strict_14_with_grace_period
6976476,2015-06-24,2,1,1,2,Real Bed,2015-07-06,t,moderate
6976634,2015-06-18,4,1,2,2,Real Bed,2015-10-03,f,moderate
6976876,2015-06-24,2,1,1,1,Real Bed,2016-03-20,f,flexible
6978292,2014-09-04,4,1,2,2,Real Bed,2016-08-06,f,moderate
6981049,2015-06-23,4,1,2,2,Real Bed,2017-01-18,f,flexible
6982246,2012-07-17,4,1,1,2,Real Bed,2015-08-31,f,moderate
6982278,2015-06-24,2,1,1,1,Real Bed,2015-07-06,f,moderate
6997243,2013-07-10,4,1,1,3,Real Bed,2016-02-28,f,flexible
6998472,2013-09-23,2,1,1,1,Futon,2017-06-16,f,moderate
6998707,2015-06-24,2,1,1,1,Real Bed,2016-02-06,f,flexible
6999751,2015-06-21,1,1.5,1,1,Real Bed,2015-09-05,f,moderate
7009847,2013-12-02,6,2,2,3,Real Bed,2015-07-28,f,strict_14_with_grace_period
7010466,2013-08-18,2,1,1,1,Real Bed,2015-08-15,t,flexible
7010889,2013-09-25,1,1,1,1,Real Bed,2015-07-20,t,moderate
7011791,2012-07-14,2,1,1,1,Real Bed,2015-10-11,t,moderate
7012134,2014-05-17,10,3,4,8,Real Bed,2015-12-25,t,strict_14_with_grace_period
7017140,2015-04-09,4,1,1,2,Real Bed,2015-08-17,t,strict_14_with_grace_period
7017645,2015-06-26,1,2,1,1,Real Bed,,t,flexible
7025628,2014-08-18,4,1,2,2,Real Bed,2015-07-20,t,moderate
7026503,2013-09-22,4,1,1,1,Real Bed,2016-01-27,f,strict_14_with_grace_period
7026725,2014-05-29,4,2,2,2,Real Bed,2016-01-06,f,moderate
7027614,2015-06-19,2,1,1,1,Real Bed,2015-07-19,t,strict_14_with_grace_period
7029596,2014-09-09,2,1,1,1,Real Bed,2016-02-28,f,strict_14_with_grace_period
7030161,2014-05-17,8,2,3,6,Real Bed,2015-12-03,t,strict_14_with_grace_period
7037648,2013-11-12,2,1,1,1,Real Bed,,f,flexible
7040176,2015-01-28,4,1,2,2,Real Bed,2015-10-17,f,strict_14_with_grace_period
7040748,2015-06-28,1,1,1,2,Real Bed,,f,flexible
7042679,2012-10-18,6,2,2,3,Real Bed,2015-10-25,f,moderate
7043225,2015-05-22,1,1,1,1,Real Bed,2015-07-09,f,flexible
7052052,2013-06-17,4,1,2,2,Real Bed,2015-07-29,f,moderate
7053560,2013-01-14,1,1,1,1,Real Bed,,f,flexible
7053747,2013-03-06,2,1,1,1,Real Bed,2016-07-05,f,strict_14_with_grace_period
7055191,2013-07-31,2,1,1,1,Real Bed,2015-08-17,f,strict_14_with_grace_period
7056176,2015-06-29,6,2,3,3,Real Bed,2015-10-27,f,moderate
7060419,2015-06-29,2,1,1,1,Real Bed,,f,flexible
7060449,2011-02-05,2,1.5,1,1,Real Bed,2015-08-01,f,strict_14_with_grace_period
7061101,2014-09-29,2,1.5,1,1,Real Bed,2016-02-21,f,moderate
7061926,2015-06-29,6,2.5,3,6,Real Bed,,f,flexible
7065799,2014-05-17,12,3,4,10,Real Bed,2015-10-12,t,strict_14_with_grace_period
7072468,2015-04-26,2,1,1,1,Real Bed,2015-07-11,f,flexible
7073825,2015-06-29,2,1,0,1,Real Bed,2015-07-28,f,moderate
7074325,2013-04-25,6,2,3,4,Real Bed,2015-08-09,t,moderate
7075577,2011-10-12,2,2,1,2,Real Bed,2015-07-07,t,strict_14_with_grace_period
7077830,2015-04-27,2,1,1,1,Real Bed,2015-08-29,f,strict_14_with_grace_period
7078594,2012-09-20,1,1,1,1,Real Bed,2016-02-03,f,flexible
7079658,2015-04-13,2,1,1,1,Real Bed,2015-10-24,f,flexible
7094052,2015-06-30,6,2,4,5,Real Bed,2015-10-20,t,strict_14_with_grace_period
7094643,2014-02-03,6,3,3,0,Real Bed,2016-08-15,f,strict_14_with_grace_period
7094808,2013-03-04,1,1,1,1,Real Bed,,f,flexible
7094997,2014-07-24,8,1,3,6,Real Bed,2016-01-03,f,moderate
7095182,2013-05-19,7,2,2,5,Real Bed,2015-12-28,t,moderate
7096804,2015-06-29,2,1,1,1,Real Bed,2018-03-13,t,flexible
7097765,2015-07-01,3,1,1,1,Real Bed,2015-12-07,f,strict_14_with_grace_period
7100310,2014-04-15,2,1,1,1,Real Bed,2015-07-19,t,flexible
7103392,2014-01-07,4,1,2,2,Real Bed,2015-09-16,t,strict_14_with_grace_period
7104900,2014-05-09,2,2,2,3,Real Bed,2015-07-08,f,flexible
7106300,2015-07-01,2,2.5,1,1,Real Bed,,f,flexible
7114978,2014-07-09,1,2.5,1,1,Real Bed,,f,moderate
